,EXEC,L3HIT,MEM,L3MPI,INST,GT,Pred
4205,0.6526315789473683,0.8156626506024096,0.4293033226153731,0.0294937917860554,0.29350782843666334,1.09698130347,1.086513750023171
1526,0.16036758563074352,0.7690763052208834,0.4453340478743999,0.1264087870105062,0.6150602314343859,1.0205451063700002,1.0263071186596808
1661,0.1558897243107769,0.8126506024096386,0.4448088603074115,0.13161413562559696,0.6086223452647516,1.0123400425799998,1.0429699171361118
2047,0.15861319966583123,0.8024096385542169,0.44403358342280963,0.12908309455587394,0.6275996267679996,1.04356737843,1.0425330174018836
7594,0.6412698412698412,0.7909638554216867,0.4297534833870774,0.029847182425978988,0.30094538536142534,1.12438666934,1.0870321822257272
3813,0.1439766081871345,0.814859437751004,0.4344551625582117,0.14823304680038202,0.5978916646768369,1.06344578951,1.0508425361543705
2877,0.6307435254803676,0.7777108433734939,0.42897820650247553,0.02952244508118434,0.3135607319898164,1.06661700935,1.0916837062480798
1801,0.8771929824561403,0.9912507171546184,0.3205251875663882,0.015022513303319007,0.45110566990698564,1.41526543674,1.4863308956594397
2283,0.41453634085213026,0.6321285140562249,0.4426330832441739,0.0463658070678128,0.33064913551354996,1.02791494602,1.0254911426100404
2397,0.8792218641854636,0.9860872059668676,0.3033762057875325,0.01838586437440306,0.4499747937878697,1.53131066002,1.5591884652893255
7217,0.25619604567000837,0.5881860776435743,0.8761462427064581,0.1876790830945559,0.6581003498565621,1.21604118442,1.1705231693391296
1231,0.41353383458646614,0.6343373493975903,0.4412575919972995,0.04738299904489016,0.3302236732956835,1.0025677372600001,1.025636818267888
2148,0.28721804511278193,0.6738955823293173,0.4621150410862673,0.07164278892072588,0.48454977285599915,1.0336293174200002,1.0338582980922633
4815,0.1649624060150376,0.7449799196787149,0.4449088960344569,0.1309933142311366,0.6127240971133222,1.00050758954,1.0257074788392684
2152,0.14664995822890559,0.7981927710843374,0.43515541264752955,0.14183381088825217,0.5972261073037711,1.05704486653,1.0379655368300527
2154,0.15331662489557227,0.7849397590361447,0.44238299392656033,0.14006685768863422,0.6185061589612088,1.03484624186,1.0387126083502847
1125,0.4720133667502088,0.7953815261044177,0.45096105752070414,0.042545367717287494,0.42892818562316126,1.03286034693,1.0729242659148472
5425,0.1630409356725146,0.8060240963855422,0.44668453018951293,0.12726838586437442,0.6230439385361994,1.02854736053,1.0443445850459845
5362,0.15323308270676692,0.7947791164658634,0.45866380850320065,0.1371060171919771,0.5866301476692577,1.0406701385,1.0251175168223394
6902,0.2663603453074352,0.547858099063253,0.9140764558774256,0.16396052212679083,0.7287626964595109,1.27872949686,1.250860416986939
3939,0.8913951545530492,0.9919678714859438,0.31613076098582216,0.014698458179823307,0.4435578027824091,1.4933992812999999,1.5053939920252937
4783,0.8989139515455303,0.803012048192771,0.44153269024667435,0.021542502387774595,0.25689975761270917,1.05779362579,1.0769452374151391
3218,0.28387635756056806,0.6789156626506024,0.46354055019666435,0.06895415472779369,0.4791819778674084,1.02241394535,1.0262739046459133
1136,0.41570593149540513,0.6269076305220883,0.4405573419079816,0.047196752626552055,0.3372499356162829,1.00078308536,1.0345558580252725
7726,0.2862155388471178,0.6793172690763052,0.4658163629869474,0.06927889207258835,0.478700465252245,1.02629025437,1.0267210457338227
380,0.5004177109440267,0.8144578313253013,0.4453590568061613,0.038810888252149,0.3825874598280218,1.0516512255200001,1.0656854654820342
5785,0.28738512949039263,0.6949799196787149,0.4650410861023455,0.06421680993314231,0.48169233368699443,1.02395369345,1.0234861043903725
4170,0.414703425229741,0.6451807228915662,0.4423079671312763,0.04294651384909265,0.3345886708498434,1.0203987508,1.023128426106046
3608,0.1622389306599833,0.789156626506024,0.4463093962130927,0.1289875835721108,0.604740521657374,1.04643339964,1.0350148637465162
7480,0.28671679197994987,0.6847389558232932,0.4668917470526855,0.06886819484240687,0.4853859204413706,1.0218051307,1.0284617050597211
427,0.1569423558897243,0.785140562248996,0.4434083601287758,0.13715377268385864,0.6120647502526674,1.03707653891,1.038154692763968
1945,0.48755221386800335,0.8164658634538153,0.42900321543423686,0.03702960840496657,0.38950815954044216,1.09780864077,1.0845067013589378
2464,0.6399331662489556,0.7355421686746988,0.4347302608075866,0.030515759312320916,0.29988061322110715,1.10803696604,1.0839505609568951
4768,0.2858813700918964,0.6588353413654618,0.465291175419959,0.057722063037249284,0.47985697827026724,1.03765478517,1.0257029460175775
4566,0.41993873572848783,0.9968206157961846,0.3745712754556536,0.05635546004465138,0.6421216333068056,1.29228774419,1.2720102985688075
7335,0.15445279866332495,0.8028112449799196,0.4432332976064463,0.1300859598853868,0.6139147849888578,1.03825353825,1.037577269244235
5091,0.8905597326649957,0.8016064257028113,0.4248767416936138,0.02109360076408787,0.26138525457679357,1.14641473159,1.1215573797958205
1901,0.41637426900584795,0.6319277108433734,0.4439335476957642,0.04687679083094556,0.33649071512366074,1.01586395685,1.030587854464724
2609,0.4666666666666666,0.892570281124498,0.43010360843173634,0.039785100286532954,0.4247682461727781,1.12908723568,1.1015817584173502
1544,0.42105263157894735,0.9986613119146588,0.3585863999052728,0.04098615090735434,0.6412444179605075,1.27484198076,1.2568006883332932
1846,0.2248955722639933,0.5548192771084337,0.892318685245049,0.23987583572110793,0.5968632834966324,1.1658203871700001,1.1848630823974398
2765,0.14967418546365913,0.8281124497991967,0.4365309038944039,0.13233046800382045,0.6267282935389331,1.0367256953200001,1.0530165198188914
400,0.8755221386800334,0.7913654618473895,0.4349303322616774,0.02153295128939828,0.2660436011176201,1.07878996732,1.0973155134736576
5096,0.29172932330827067,0.6849397590361446,0.4742943908540458,0.07250238777459407,0.48670219639841655,1.03099830091,1.031101262487917
719,0.8788638262322472,0.7598393574297189,0.4245516255807162,0.020902578796561606,0.2649317846758157,1.13458246384,1.1270522069796372
7487,0.2858813700918964,0.6927710843373494,0.46269024651677837,0.06951289398280804,0.48412964305763484,1.0320129767100001,1.0285567574521401
1937,0.1528487886382623,0.7600401606425703,0.4422329403359922,0.1267430754536772,0.5981920326596243,1.01624893298,1.0133056607520066
1545,0.16517961570593148,0.7568273092369479,0.4443336906039458,0.12492836676217767,0.6071495042007745,1.02740996384,1.024428251456811
3221,0.40751879699248117,0.6309236947791165,0.4352554483745749,0.045663801337153774,0.3366193505980638,1.05173900723,1.0304468123441954
7205,0.22656641604010025,0.532128514056225,0.8950696677387977,0.23968481375358167,0.6184582206704408,1.15920536041,1.2214678925858555
7588,0.422890559732665,0.6445783132530121,0.4801714898179636,0.04839063992359121,0.32846700018476416,1.03601092955,0.9998707206652777
2386,0.4858813700918964,0.8202811244979921,0.424826723830091,0.03600764087870105,0.4094039759744154,1.1292536068999999,1.0965192906382522
3891,0.22055137844611528,0.5395582329317269,0.9083244015723145,0.24016236867239735,0.6002508490483603,1.1965290528899999,1.2107577101369547
6059,0.28487886382623223,0.6744979919678714,0.4641407645589368,0.07088825214899715,0.47661579155920775,1.0315211227399999,1.027252335253186
110,0.9566624895572263,0.994226907630522,0.2768801357628713,0.01198961318051576,0.41515782917176136,1.62004178989,1.6583474605991702
261,0.41921470342522976,0.6343373493975903,0.44085744908911784,0.04570678127984718,0.3297972570748886,1.01741507993,1.0279820809507643
5089,0.16131996658312447,0.7578313253012049,0.4448088603074115,0.1210601719197708,0.6169783156808217,1.0442568188899999,1.0202427720424567
5132,0.2858813700918964,0.6773092369477911,0.4655162558058112,0.0680945558739255,0.4835604854692692,1.01195032706,1.0285168952185193
3364,0.4153717627401837,0.6279116465863454,0.44180778849604924,0.046895893027698185,0.3339325128460742,1.02070968033,1.0305222883223732
7453,0.2868838763575605,0.679718875502008,0.4641157556271755,0.0692932187201528,0.48541687705202685,1.0176913226100002,1.030889691766072
3837,0.28638262322472846,0.6636546184738955,0.46476598785297063,0.07265520534861508,0.4847166863154742,1.01779385231,1.0345361877717707
7370,0.41687552213868,0.6345381526104418,0.4415326902466743,0.04452244508118434,0.33310132652453855,1.0154704351100001,1.0276967510922397
3060,0.4155388471177945,0.6315261044176707,0.44410861021809367,0.047702960840496654,0.3325644127164719,1.01646761149,1.027630833108044
4111,0.4825396825396825,0.8226907630522089,0.4403572704538908,0.03806590257879656,0.42998176335223476,1.09049895411,1.0832485373648697
7407,0.4218880534670008,0.998995983935743,0.3630254852929128,0.0394261381726361,0.6412565346081919,1.25181885546,1.243631918912056
5861,0.2763854079640768,0.5441767068273092,0.9380433488145545,0.18334129258190068,0.7457292405868243,1.1873065687100002,1.2674440027139982
130,0.4162071846282372,0.6407630522088353,0.4405573419079816,0.0467287488061127,0.3322402758619724,0.9987389496150001,1.0274027481749266
4201,0.28421052631578947,0.696987951807229,0.4637656305825165,0.0679512893982808,0.4785999791589814,1.0334523266,1.0228997341820247
604,0.214703425229741,0.5586345381526104,0.8645587709899482,0.22406876790830949,0.5693318278839822,1.13550071658,1.152445798033683
7651,0.29156223893065997,0.6833333333333333,0.5022543765632376,0.07091212989493792,0.4750291663190194,1.0262053966,1.0126043752752025
1291,0.15259816207184626,0.7913654618473895,0.4442086459451391,0.11370582617000954,0.6163701959532375,1.03950480332,1.0169452781742385
4167,0.46599832915622386,0.846987951807229,0.44818506609519404,0.04030085959885387,0.42403962211616236,1.07072607884,1.0674872638546888
1380,0.9113259338847117,0.9890992541596386,0.3151839942836067,0.011959339609765997,0.43457912092276857,1.4890933220299998,1.500644588113492
4050,0.41453634085213026,0.6389558232931727,0.4413576277243449,0.046270296084049665,0.3354482090867324,1.02819190043,1.0283024454833927
5438,0.9251700680284042,0.9869477911646586,0.31739907109746957,0.010376586164541547,0.42690607977250483,1.49343529242,1.4885974081986153
2145,0.6569757727652464,0.7993975903614458,0.44625937834956997,0.026957975167144224,0.30395812584101733,1.05687111106,1.0542025566875337
3684,0.15936507936507935,0.7646586345381526,0.4452840300108772,0.13404966571155683,0.6335485192772321,1.01698504972,1.0332421321688794
1382,0.6464494569757727,0.7676706827309236,0.4410075026796859,0.029765998089780324,0.31738415137177545,1.06802134628,1.079202766868048
4800,0.49607351712614867,0.8317269076305221,0.4406323687032656,0.04185768863419293,0.39692303185755434,1.0722800884600001,1.0845715528671818
7880,0.28755221386800334,0.6959839357429719,0.4647409789212093,0.06815663801337153,0.48700219710961995,1.0127295274099999,1.0285456361347907
7428,0.26037315511027564,0.5967202141897591,0.8259199714186588,0.19906080865974213,0.6314889765676887,1.1012177727399999,1.1404910068228593
6293,0.8922305764411027,0.7863453815261044,0.43137906395156533,0.02095510983763133,0.2617262479867364,1.10310553633,1.1060917179408238
779,0.4208855472013367,0.6267068273092369,0.47827081100410085,0.04856733524355302,0.3329756765826132,1.0329493623200001,1.0101801666307424
1686,0.16317460317460317,0.7742971887550201,0.44765987852820566,0.12831900668576884,0.6142719307335583,1.03144488324,1.0312218708656586
7166,0.22472848788638258,0.5552208835341365,0.8903179707041409,0.23591212989493796,0.630384326004144,1.16486349044,1.2014585451935398
1790,0.6593149540517962,0.8102409638554218,0.4422329403359922,0.027163323782234957,0.2974789065378305,1.05432644817,1.0588871044820924
2831,0.2596769702030075,0.5580655957158634,0.8400916994163417,0.17351162050310412,0.672589286804647,1.11690929818,1.195526542101505
6408,0.16317460317460317,0.7660642570281124,0.4439335476957642,0.13118433619866285,0.6172427965122071,1.00581907825,1.032689095458819
6428,0.638095238095238,0.8236947791164659,0.43030367988582724,0.02802292263610315,0.3067970380632729,1.1352749085299998,1.0828533564716698
5434,0.16678362573099415,0.7534136546184739,0.4469346195071265,0.12564469914040116,0.6199830134312848,1.01906028986,1.027214561180136
3945,0.2644110275689223,0.545850066934739,0.889275931881168,0.17864533588037249,0.7145482281598826,1.28700569582,1.240700447861502
6448,0.42829295460902256,0.9978246318604417,0.3966208169581625,0.045407513530802295,0.6574853649635041,1.17554519367,1.1937390110317652
3605,0.4143692564745196,0.6289156626506024,0.4409574848161632,0.04681470869149952,0.33163744189893135,1.01780196049,1.028399990319069
7226,0.4090225563909774,0.6355421686746988,0.44063236870326566,0.03549188156638014,0.3351023619880483,1.05874965657,1.0187137921014915
4172,0.1695739348370927,0.7781124497991968,0.4467845659165584,0.1248806112702961,0.6217138553888053,1.01428689655,1.0375082742490216
3690,0.2619047619047619,0.5811579651937752,0.8159163987141179,0.19209646609360076,0.6577008000613779,1.15698085171,1.1599315751625676
2827,0.28654970760233917,0.6849397590361446,0.46546623794228853,0.06954154727793696,0.48578049712785715,0.994055365907,1.0295570223867667
5951,0.26468950153132825,0.5689424364126505,0.8715612718831266,0.1975087551735912,0.6785727438713957,1.22594204156,1.1976998410873487
7207,0.8989139515455303,0.7975903614457831,0.44033226152212945,0.022445081184336198,0.25555716460443384,1.0617092291799999,1.0835954940408172
4565,0.27457532720718464,0.5413319946455823,0.8817732523527624,0.17108404966571156,0.7825597025552716,1.20305721138,1.2435015336700395
4052,0.16290726817042606,0.7572289156626506,0.44308324401587823,0.13271251193887296,0.6213063132823073,1.02710186589,1.031559775470077
2276,0.15204678362573099,0.7969879518072289,0.4401822079315613,0.1451766953199618,0.6215475561808145,1.05511398481,1.0494265267480656
2274,0.16436925647451964,0.5371485943775101,0.8723949029422552,0.2247691817891595,0.7214532726260597,1.2473234790799999,1.237016412507971
2280,0.26468950153132825,0.5522088353413656,0.8871918542339718,0.17916268704226362,0.7142434696134026,1.27311598032,1.230826368318898
1784,0.41804511278195483,0.6321285140562249,0.4418578063595719,0.04738777459407832,0.3353224727813335,1.0112473060200002,1.0324888352395523
4805,0.027409941520467832,0.6750334672018071,0.8707276408239981,0.6929321872015282,0.834188942785363,1.2006861901700001,1.1920101632147495
2834,0.46649958228905597,0.8291164658634538,0.4471096820294559,0.04280802292263611,0.4259455187379267,1.04555097778,1.0748585328843978
4769,0.27786131996658314,0.6670682730923695,0.4543372633084867,0.07287965616045845,0.493092673765854,1.08330753016,1.036025087162652
7484,0.26622110832664997,0.5431726907630523,0.8974038347036075,0.16205030245152818,0.7187748771753807,1.2915028702200002,1.248703075512231
3756,0.4120300751879699,0.6327309236947791,0.4414076455878676,0.047344794651384914,0.33066615182713355,1.03225990646,1.0252826407222764
1238,0.19322114810860483,0.9591222030983936,0.3200071454100822,0.044692318187917864,0.5123684828575702,1.46626707636,1.137792057986728
1001,0.4858813700918964,0.8453815261044177,0.4487102536621825,0.04029608404966571,0.40979237691944537,1.05490643583,1.0695687829376697
5946,0.26858813700918965,0.5528781793845381,0.9267893295231964,0.18290353390639924,0.7329564812384006,1.2178845886299998,1.250095224073286
4827,0.8771929824561403,0.7698795180722892,0.4476348695964443,0.022535816618911176,0.2641556573531971,1.12499683789,1.0714310998319738
6925,0.9022556390977444,0.9875215146295181,0.3088067166844619,0.014026470186938873,0.4387206264305984,1.53064304677,1.529109999208901
101,0.22355889724310776,0.5463855421686747,0.9150768131478797,0.2443648519579752,0.5998614211603457,1.22622313861,1.2064634091606883
266,0.28638262322472846,0.6965863453815261,0.46166488031456293,0.07038681948424069,0.4843269674586983,1.0188681079200002,1.0295937161591522
4155,0.2870509607351713,0.6716867469879518,0.46351554126490296,0.06755491881566379,0.4828053188535117,1.03004387695,1.030474795612559
7448,0.6517961570593149,0.7947791164658634,0.44540907466968394,0.02925501432664757,0.3104573911934303,1.05109604812,1.0643440035832614
4672,0.5029239766081871,0.8905622489959839,0.45033583422667034,0.03833333333333334,0.40699523263043574,1.0625508689399998,1.0709916324531106
1840,0.6466165413533834,0.7791164658634537,0.44638442300837666,0.02886341929321872,0.3140386533021518,1.0498538045299999,1.0636507336381635
1145,0.265107212475355,0.5711178045512049,0.8177920685962193,0.199936326010745,0.6854676557234036,1.13732738676,1.179082083751517
226,0.41453634085213026,0.6263052208835341,0.44023222579508403,0.043471824259789876,0.3296590255300937,1.01578922012,1.025973562100331
5424,0.8688387635756056,0.7785140562248996,0.43010360843173634,0.02221585482330468,0.26354820763286596,1.1415995877200003,1.1114280573897504
7649,0.6491228070175439,0.8090361445783132,0.44205787781366274,0.028615090735434577,0.31155500814547143,1.12832232516,1.067833850901807
783,0.2658033973826232,0.5851740294508032,0.8951113492913165,0.2216650748168577,0.6643467937292495,1.18526710311,1.1876339303952381
2928,0.15396825396825395,0.8170682730923694,0.4420828867454241,0.13634192932187203,0.6188375597705871,1.05469131917,1.0514441217614436
5948,0.4165413533834586,0.6405622489959839,0.44283315469826473,0.04589780324737345,0.3370704815062309,1.00204602483,1.02903983470349
2753,0.2637148426624895,0.5742971887550201,0.8665594855308562,0.2175660617638491,0.6679381469849675,1.21042096513,1.1899505837242574
705,0.9318534431328319,0.9858003442339357,0.3207574133616723,0.01310547141492359,0.42477190098766654,1.4358875425100002,1.4922508710142244
5092,0.14116959064327483,0.8180722891566264,0.4306538049304861,0.1267430754536772,0.5885422618115844,1.08066744013,1.0290220261379401
5696,0.6484544695071011,0.8194779116465863,0.4218256520187288,0.027406876790830946,0.289143256106865,1.0929387526899998,1.0919985619401762
3604,0.2857142857142857,0.6757028112449799,0.4635655591284257,0.06894460362941739,0.4849015437736259,1.0285921567899998,1.0305949113112485
4163,0.26093010303508773,0.5885207496656627,0.8275872335356654,0.2070598535499045,0.661135950967182,1.16623781997,1.159981851538924
6134,0.6469507101086048,0.7939759036144578,0.4431832797429236,0.028787010506208213,0.31321180944694443,1.04472341759,1.0674746749855923
1892,0.26622110832664997,0.5431726907630523,0.8932356794092152,0.16825851639613182,0.7248641693222089,1.2455556356,1.247204256172095
131,0.1550375939849624,0.8106425702811245,0.43983208288690245,0.13314231136580706,0.6188498169856498,1.01667379969,1.047369953612826
5869,0.6549707602339181,0.7997991967871486,0.45051089674899986,0.0296800382043935,0.3145805373538887,1.04422456071,1.0582690117165012
4203,0.41319966583124473,0.6437751004016065,0.4419078242230946,0.04778892072588348,0.3371701320347362,1.03085714504,1.0283698178972345
262,0.23308270676691725,0.5803212851405622,0.8861498154097486,0.21482012098065903,0.6161068972313399,1.1917146702099999,1.169658456640035
7160,0.40183792815371766,0.9963855421686747,0.43805644873184635,0.06021489971346705,0.6537917436095232,1.14427927934,1.1503080968920174
3539,0.9772049170509607,0.992685025817269,0.31655948553173147,0.013183926865878702,0.4049987897366826,1.45580572243,1.525040405888055
7216,0.23659147869674185,0.5008032128514056,0.9205787781353771,0.2004775549188157,0.6584497075206465,1.2931973439,1.309312049457745
1803,0.2550821498187134,0.5749665327981928,0.8755210194124243,0.20526902260434574,0.6558147837933441,1.16424070518,1.1868699313124855
4770,0.6569757727652464,0.8228915662650602,0.4355305466239498,0.026532951289398282,0.2926734529056023,1.08449074471,1.066771532422438
105,0.5055973266499582,0.8538152610441767,0.4435083958558212,0.03385386819484241,0.4124430244638173,1.07491308768,1.0722995941177182
1658,0.9508145363408521,0.9941014056224899,0.28086593426233686,0.010130133715377269,0.4172626356680491,1.58648192037,1.6314162660349263
774,0.6491228070175439,0.7744979919678715,0.4695927116829116,0.031466093600764085,0.3029072225990341,1.05136872561,1.0220139279498197
593,0.8955722639933166,0.781726907630522,0.42267595569861477,0.020353390639923592,0.25484936048167534,1.1833463891399998,1.124582077484859
4809,0.28504594820384294,0.6803212851405622,0.46709181850677634,0.07023400191021968,0.47974731371376755,1.02356456031,1.026281303831611
4808,0.885547201336675,0.7698795180722892,0.4341050375135527,0.02138013371537727,0.2654849015787487,1.0809237001899998,1.104117998949987
5777,0.6449456975772765,0.8046184738955824,0.44493390496621826,0.030501432664756446,0.3166771331357803,1.04963002827,1.0688742714244697
402,0.8752834467084378,0.989672977624498,0.31723829939275355,0.012153772683858645,0.4532531108804432,1.45931380357,1.481712849599373
6135,0.8946174961236424,0.9918244406194778,0.31750625223269646,0.013095238095248329,0.4421880073596093,1.46872673861,1.4937431482347545
5121,0.42328042328070176,0.9983266398925702,0.3705698463738373,0.04618354027387775,0.6591659092081075,1.1628966924200002,1.245031767875024
7171,0.2248955722639933,0.5329317269076306,0.8950696677387978,0.2438395415472779,0.6162025724045036,1.18399526318,1.217967080109845
5864,0.2255639097744361,0.5305220883534136,0.8958199356916383,0.2430276981852913,0.618334991045438,1.17433591073,1.222383092181294
2463,0.2887218045112782,0.6771084337349398,0.465216148624675,0.06959407831900669,0.48789429278606633,1.0124422392499999,1.0333093846124655
370,0.2571707045388471,0.6035809906295181,0.8200845540072598,0.1871219356893505,0.6444399308463596,1.20222039206,1.1339456296360682
405,0.22573099415204675,0.5483935742971888,0.8760628796001702,0.2332378223495702,0.6183762479847414,1.16010221939,1.1955407698076623
2467,0.41854636591478694,0.6285140562248996,0.4425330475171284,0.047368672397325694,0.32974288440218114,1.02403230198,1.0289543913280539
412,0.652297410192147,0.8116465863453816,0.43490532332991605,0.029278892072588346,0.30412870788025637,1.0542651339799998,1.0806975255694156
3681,0.4143692564745196,0.6435742971887549,0.4403822793856521,0.04439350525310411,0.3388699818363004,1.02724435422,1.0289803349451307
602,0.2731829573934837,0.5500334672018072,0.9563832321078801,0.18513212352745942,0.7542090519853061,1.1797786251,1.2694181885259639
1007,0.41617933723224726,0.998995983935743,0.3522716446355314,0.03960920089135626,0.6387515915358046,1.3053802840200002,1.2631685497196976
3229,0.8558061821219716,0.7357429718875502,0.42825294748139636,0.01845272206303725,0.25164317749928705,1.12469912133,1.1022206213543753
